,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
488,Donald Trump,All polls,10/26/2018,5/28/2017,5/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,43.0,57.0,37.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49800,78243,5/31/2017,09:39:46 26 Oct 2018,736479.0
489,Donald Trump,All polls,10/26/2018,5/26/2017,6/1/2017,SurveyMonkey,D-,11287.0,a,0.2663138,0.0,41.0,57.0,38.68448,55.73281,,,https://drive.google.com/file/d/0B83Vpfes67zfT0JZUi1LOXlYelU/view,49808,78255,6/2/2017,09:39:46 26 Oct 2018,736481.0
490,Donald Trump,All polls,10/26/2018,5/27/2017,5/30/2017,YouGov,B,1500.0,a,0.9116957,0.0,38.0,51.0,38.98506,53.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/asu1jxqnot/econToplines.pdf,49801,78244,5/31/2017,09:39:46 26 Oct 2018,736479.0
491,Donald Trump,All polls,10/26/2018,5/28/2017,5/31/2017,McLaughlin & Associates,C-,1000.0,lv,0.8543829,0.0,47.0,51.0,42.9564,52.8624,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50464,79632,11/16/2017,09:39:46 26 Oct 2018,736480.0
492,Donald Trump,All polls,10/26/2018,5/29/2017,5/31/2017,Gallup,B,1500.0,a,0.1470308,0.0,40.0,54.0,41.03185,52.22463,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49806,78253,6/1/2017,09:39:46 26 Oct 2018,736480.0
493,Donald Trump,All polls,10/26/2018,5/28/2017,6/1/2017,Ipsos,B+,1847.0,a,0.16198900000000002,0.0,39.9,55.4,40.35801,54.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49811,78259,6/3/2017,09:39:46 26 Oct 2018,736481.0
494,Donald Trump,All polls,10/26/2018,5/29/2017,5/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,43.0,57.0,37.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49805,78252,6/1/2017,09:39:46 26 Oct 2018,736480.0
495,Donald Trump,All polls,10/26/2018,5/30/2017,6/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,44.0,56.0,38.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49807,78254,6/2/2017,09:39:46 26 Oct 2018,736481.0
496,Donald Trump,All polls,10/26/2018,5/29/2017,6/2/2017,Ipsos,B+,1910.0,a,0.1681291,0.0,38.4,57.6,38.85801,56.33158,,T,http://polling.reuters.com/#poll/CP3_2/,49821,78275,6/6/2017,09:39:46 26 Oct 2018,736482.0
497,Donald Trump,All polls,10/26/2018,5/30/2017,6/1/2017,Gallup,B,1500.0,a,0.1470164,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49809,78257,6/2/2017,09:39:46 26 Oct 2018,736481.0
498,Donald Trump,All polls,10/26/2018,5/30/2017,6/3/2017,Ipsos,B+,2126.0,a,0.1879472,0.0,39.0,57.1,39.458,55.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49820,78274,6/6/2017,09:39:46 26 Oct 2018,736483.0
499,Donald Trump,All polls,10/26/2018,5/31/2017,6/2/2017,Gallup,B,1500.0,a,0.147002,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49810,78258,6/3/2017,09:39:46 26 Oct 2018,736482.0
500,Donald Trump,All polls,10/26/2018,5/31/2017,6/4/2017,Ipsos,B+,2420.0,a,0.21513490000000002,0.0,38.7,57.5,39.158,56.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49819,78273,6/6/2017,09:39:46 26 Oct 2018,736484.0
501,Donald Trump,All polls,10/26/2018,6/1/2017,6/2/2017,Morning Consult,B-,1999.0,rv,0.6953659000000001,0.0,44.0,52.0,40.96395,54.15501999999999,,,http://www.politico.com/story/2017/06/07/donald-trump-twitter-poll-239222,49824,78289,6/7/2017,09:39:46 26 Oct 2018,736482.0
502,Donald Trump,All polls,10/26/2018,6/1/2017,6/3/2017,Gallup,B,1500.0,a,0.1469876,0.0,36.0,58.0,37.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49814,78268,6/4/2017,09:39:46 26 Oct 2018,736483.0
503,Donald Trump,All polls,10/26/2018,5/31/2017,6/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812709,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49815,78269,6/5/2017,09:39:46 26 Oct 2018,736484.0
504,Donald Trump,All polls,10/26/2018,6/1/2017,6/5/2017,Ipsos,B+,2410.0,a,0.21594139999999998,0.0,37.6,58.4,38.058,57.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49822,78279,6/6/2017,09:39:46 26 Oct 2018,736485.0
505,Donald Trump,All polls,10/26/2018,6/2/2017,6/4/2017,Gallup,B,1500.0,a,0.1470308,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49816,78270,6/5/2017,09:39:46 26 Oct 2018,736484.0
506,Donald Trump,All polls,10/26/2018,6/1/2017,6/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.24246420000000002,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49817,78271,6/6/2017,09:39:46 26 Oct 2018,736485.0
507,Donald Trump,All polls,10/26/2018,5/31/2017,6/6/2017,Quinnipiac University,A-,1361.0,rv,1.7674029999999998,0.0,34.0,57.0,35.72704,55.528909999999996,,,https://poll.qu.edu/national/release-detail?ReleaseID=2462,49828,78292,6/7/2017,09:39:46 26 Oct 2018,736486.0
508,Donald Trump,All polls,10/26/2018,5/31/2017,6/5/2017,Greenberg Quinlan Rosner,B-,1000.0,rv,1.219891,0.0,41.0,53.0,40.27,52.81268000000001,,,http://www.democracycorps.com/attachments/article/1079/Dcor_WV_RAE%20Panel_Wave%203_Deck_1.24.18_for%20release.pdf,50841,80330,1/24/2018,09:39:46 26 Oct 2018,736485.0
509,Donald Trump,All polls,10/26/2018,5/30/2017,6/6/2017,IBD/TIPP,A-,903.0,a,1.517377,0.0,37.0,55.0,39.089890000000004,53.35941999999999,,,http://www.investors.com/politics/ibdtipp-poll-presidential-approval-direction-of-country/,49830,78295,6/8/2017,09:39:46 26 Oct 2018,736486.0
510,Donald Trump,All polls,10/26/2018,6/2/2017,6/6/2017,Ipsos,B+,2371.0,a,0.21461239999999998,0.0,37.7,58.1,38.158,56.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49836,78301,6/9/2017,09:39:46 26 Oct 2018,736486.0
511,Donald Trump,All polls,10/26/2018,6/3/2017,6/5/2017,Gallup,B,1500.0,a,0.14708859999999999,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49818,78272,6/6/2017,09:39:46 26 Oct 2018,736485.0
512,Donald Trump,All polls,10/26/2018,6/2/2017,6/8/2017,SurveyMonkey,D-,12770.0,a,0.2709242,0.0,41.0,57.0,38.68448,55.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpNTBuS0l6b0lSSkE/view,49837,78308,6/9/2017,09:39:46 26 Oct 2018,736488.0
513,Donald Trump,All polls,10/26/2018,6/4/2017,6/6/2017,YouGov,B,1500.0,a,0.9129274,0.0,38.0,54.0,38.98506,56.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4vf8rhr0jz/econToplines.pdf,49825,78288,6/7/2017,09:39:46 26 Oct 2018,736486.0
514,Donald Trump,All polls,10/26/2018,6/4/2017,6/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,45.0,55.0,39.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49823,78285,6/7/2017,09:39:46 26 Oct 2018,736486.0
515,Donald Trump,All polls,10/26/2018,6/3/2017,6/7/2017,Ipsos,B+,2260.0,a,0.20706329999999998,0.0,37.9,57.1,38.35801,55.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49835,78300,6/9/2017,09:39:46 26 Oct 2018,736487.0
516,Donald Trump,All polls,10/26/2018,6/4/2017,6/6/2017,Gallup,B,1500.0,a,0.14711029999999997,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49827,78291,6/7/2017,09:39:46 26 Oct 2018,736486.0
517,Donald Trump,All polls,10/26/2018,6/5/2017,6/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1351231,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jun8,49831,78296,6/8/2017,09:39:46 26 Oct 2018,736487.0
518,Donald Trump,All polls,10/26/2018,6/5/2017,6/7/2017,Gallup,B,1500.0,a,0.14713210000000002,0.0,37.0,58.0,38.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49829,78294,6/8/2017,09:39:46 26 Oct 2018,736487.0
519,Donald Trump,All polls,10/26/2018,6/4/2017,6/8/2017,Ipsos,B+,1968.0,a,0.18282910000000002,0.0,36.9,57.9,37.35801,56.63159,,T,http://polling.reuters.com/#poll/CP3_2/,49834,78299,6/9/2017,09:39:46 26 Oct 2018,736488.0
520,Donald Trump,All polls,10/26/2018,6/6/2017,6/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13539210000000002,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49832,78297,6/9/2017,09:39:46 26 Oct 2018,736488.0
521,Donald Trump,All polls,10/26/2018,6/6/2017,6/8/2017,Gallup,B,1500.0,a,0.1471539,0.0,37.0,58.0,38.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49833,78298,6/9/2017,09:39:46 26 Oct 2018,736488.0
522,Donald Trump,All polls,10/26/2018,6/5/2017,6/9/2017,Ipsos,B+,1520.0,a,0.1433045,0.0,36.6,57.5,37.058,56.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49848,78321,6/13/2017,09:39:46 26 Oct 2018,736489.0
523,Donald Trump,All polls,10/26/2018,6/7/2017,6/9/2017,Gallup,B,1500.0,a,0.1471757,0.0,39.0,56.0,40.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49838,78310,6/10/2017,09:39:46 26 Oct 2018,736489.0
524,Donald Trump,All polls,10/26/2018,6/6/2017,6/10/2017,Ipsos,B+,1449.0,a,0.1385214,0.0,37.1,57.5,37.558,56.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49847,78320,6/13/2017,09:39:46 26 Oct 2018,736490.0
525,Donald Trump,All polls,10/26/2018,6/7/2017,6/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0813288,0.0,46.0,54.0,40.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49840,78312,6/12/2017,09:39:46 26 Oct 2018,736491.0
526,Donald Trump,All polls,10/26/2018,6/8/2017,6/10/2017,Gallup,B,1500.0,a,0.1471976,0.0,38.0,58.0,39.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49839,78311,6/11/2017,09:39:46 26 Oct 2018,736490.0
527,Donald Trump,All polls,10/26/2018,6/7/2017,6/11/2017,Ipsos,B+,1449.0,a,0.1402932,0.0,37.5,57.1,37.958,55.83158,,T,http://polling.reuters.com/#poll/CP3_2/,49846,78319,6/13/2017,09:39:46 26 Oct 2018,736491.0
528,Donald Trump,All polls,10/26/2018,6/9/2017,6/11/2017,Gallup,B,1500.0,a,0.1472195,0.0,36.0,59.0,37.03185,57.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49841,78313,6/12/2017,09:39:46 26 Oct 2018,736491.0
529,Donald Trump,All polls,10/26/2018,6/8/2017,6/12/2017,Morning Consult,B-,1990.0,a,0.755522,0.0,45.0,50.0,41.96395,52.15502,,,http://www.politico.com/f/?id=0000015c-a2f6-d070-a57d-effe677f0001,49855,78338,6/15/2017,09:39:46 26 Oct 2018,736492.0
530,Donald Trump,All polls,10/26/2018,6/8/2017,6/11/2017,AP-NORC,,1068.0,a,1.289398,0.0,35.0,64.0,36.54074,59.66486999999999,,,http://www.apnorc.org/PDFs/June%20AP%20Poll_Institutions/AP%20Custom%20Poll%20Topline%20JUNE_FINAL.pdf,49853,78336,6/15/2017,09:39:46 26 Oct 2018,736491.0
531,Donald Trump,All polls,10/26/2018,6/8/2017,6/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2426376,0.0,43.0,57.0,37.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49843,78316,6/13/2017,09:39:46 26 Oct 2018,736492.0
532,Donald Trump,All polls,10/26/2018,6/8/2017,6/12/2017,Ipsos,B+,1451.0,a,0.14214939999999998,0.0,40.3,55.6,40.758,54.33158,,T,http://polling.reuters.com/#poll/CP3_2/,49845,78318,6/13/2017,09:39:46 26 Oct 2018,736492.0
533,Donald Trump,All polls,10/26/2018,6/9/2017,6/11/2017,Public Policy Polling,B,811.0,rv,1.217634,0.0,41.0,52.0,40.32967,52.34305,,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_61217.pdf,49842,78315,6/12/2017,09:39:46 26 Oct 2018,736491.0
534,Donald Trump,All polls,10/26/2018,6/10/2017,6/12/2017,Gallup,B,1500.0,a,0.1472707,0.0,36.0,60.0,37.03185,58.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49844,78317,6/13/2017,09:39:46 26 Oct 2018,736492.0
535,Donald Trump,All polls,10/26/2018,6/9/2017,6/13/2017,Ipsos,B+,1495.0,a,0.1480477,0.0,40.4,55.7,40.85801,54.43159,,T,http://polling.reuters.com/#poll/CP3_2/,49861,78350,6/16/2017,09:39:46 26 Oct 2018,736493.0
536,Donald Trump,All polls,10/26/2018,6/9/2017,6/12/2017,Hart Research/Public Opinion Strategies,A-,800.0,a,1.1772120000000001,0.0,37.0,51.0,36.27756,51.61168,,,https://www.cnbc.com/2017/06/15/americans-believe-trump-pressured-comey-to-end-russia-probe-survey.html,49862,78351,6/16/2017,09:39:46 26 Oct 2018,736492.0
537,Donald Trump,All polls,10/26/2018,6/9/2017,6/12/2017,Zogby Interactive/JZ Analytics,C,1031.0,lv,0.9693875,0.0,41.0,55.0,38.81408,56.1689,,,https://www.zogbyanalytics.com/news/776-the-zogby-poll-trump-supporters-dump-trump,49863,78352,6/16/2017,09:39:46 26 Oct 2018,736492.0
538,Donald Trump,All polls,10/26/2018,6/11/2017,6/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13457679999999997,0.0,45.0,55.0,39.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49849,78330,6/14/2017,09:39:46 26 Oct 2018,736493.0
539,Donald Trump,All polls,10/26/2018,6/11/2017,6/13/2017,YouGov,B,1500.0,a,0.9129274,0.0,39.0,52.0,39.98506,54.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgxekha279/econToplines.pdf,49850,78332,6/14/2017,09:39:46 26 Oct 2018,736493.0
540,Donald Trump,All polls,10/26/2018,6/11/2017,6/13/2017,Gallup,B,1500.0,a,0.1473294,0.0,36.0,59.0,37.03185,57.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49851,78334,6/14/2017,09:39:46 26 Oct 2018,736493.0
541,Donald Trump,All polls,10/26/2018,6/10/2017,6/14/2017,Ipsos,B+,1574.0,a,0.1574111,0.0,40.2,56.4,40.658,55.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49860,78349,6/16/2017,09:39:46 26 Oct 2018,736494.0
542,Donald Trump,All polls,10/26/2018,6/9/2017,6/15/2017,SurveyMonkey,D-,17092.0,a,0.32981509999999997,0.0,43.0,55.0,40.68448,53.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpYUd6eDV6SGs1Z28/view,49864,78353,6/16/2017,09:39:46 26 Oct 2018,736495.0
543,Donald Trump,All polls,10/26/2018,6/12/2017,6/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1351373,0.0,47.0,53.0,41.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49852,78335,6/15/2017,09:39:46 26 Oct 2018,736494.0
544,Donald Trump,All polls,10/26/2018,6/11/2017,6/15/2017,Ipsos,B+,1613.0,a,0.162742,0.0,38.8,57.3,39.258,56.03159,,T,http://polling.reuters.com/#poll/CP3_2/,49859,78348,6/16/2017,09:39:46 26 Oct 2018,736495.0
545,Donald Trump,All polls,10/26/2018,6/12/2017,6/14/2017,Gallup,B,1500.0,a,0.14745999999999998,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49856,78339,6/15/2017,09:39:46 26 Oct 2018,736494.0
546,Donald Trump,All polls,10/26/2018,6/8/2017,6/18/2017,Pew Research Center,B-,2504.0,a,1.87493,0.0,39.0,55.0,40.92552,52.12689,,,http://www.people-press.org/2017/06/20/presidential-approval-detailed-tables-june-2017/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-06-20%20political%20parties&org=982&lvl=100&ite=1304&lea=280118&ctr=0&par=1&trk=,49871,78361,6/20/2017,09:39:46 26 Oct 2018,736498.0
547,Donald Trump,All polls,10/26/2018,6/13/2017,6/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1354477,0.0,50.0,50.0,44.67122,50.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jun16,49857,78340,6/16/2017,09:39:46 26 Oct 2018,736495.0
548,Donald Trump,All polls,10/26/2018,6/13/2017,6/15/2017,Gallup,B,1500.0,a,0.1476127,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49858,78341,6/16/2017,09:39:46 26 Oct 2018,736495.0
549,Donald Trump,All polls,10/26/2018,6/12/2017,6/16/2017,Ipsos,B+,1620.0,a,0.1646648,0.0,38.8,57.4,39.258,56.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49877,78376,6/21/2017,09:39:46 26 Oct 2018,736496.0
550,Donald Trump,All polls,10/26/2018,6/13/2017,6/17/2017,Ipsos,B+,1586.0,a,0.1621618,0.0,35.8,60.4,36.258,59.13159,,T,http://polling.reuters.com/#poll/CP3_2/,49876,78375,6/21/2017,09:39:46 26 Oct 2018,736497.0
551,Donald Trump,All polls,10/26/2018,6/14/2017,6/16/2017,Gallup,B,1500.0,a,0.14772249999999998,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49865,78355,6/17/2017,09:39:46 26 Oct 2018,736496.0
552,Donald Trump,All polls,10/26/2018,6/15/2017,6/17/2017,Gallup,B,1500.0,a,0.1478326,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49866,78356,6/18/2017,09:39:46 26 Oct 2018,736497.0
553,Donald Trump,All polls,10/26/2018,6/14/2017,6/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0814119,0.0,48.0,51.0,42.67122,51.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49867,78357,6/19/2017,09:39:46 26 Oct 2018,736498.0
554,Donald Trump,All polls,10/26/2018,6/14/2017,6/18/2017,Ipsos,B+,1567.0,a,0.1609043,0.0,36.7,59.8,37.158,58.53159,,T,http://polling.reuters.com/#poll/CP3_2/,49875,78374,6/21/2017,09:39:46 26 Oct 2018,736498.0
555,Donald Trump,All polls,10/26/2018,6/14/2017,6/18/2017,Garin-Hart-Yang/Global Strategy Group,,1000.0,rv,1.21633,0.0,42.0,54.0,41.406079999999996,55.064640000000004,,,https://www.scribd.com/document/352273593/MEMO-In-Turnaround-Voters-See-Trump-Not-Democrats-Siding-with-Wealthy-Over-Regular-People,50313,79049,10/10/2017,09:39:46 26 Oct 2018,736498.0
556,Donald Trump,All polls,10/26/2018,6/15/2017,6/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2429613,0.0,47.0,53.0,41.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49869,78359,6/20/2017,09:39:46 26 Oct 2018,736499.0
557,Donald Trump,All polls,10/26/2018,6/14/2017,6/19/2017,Kaiser Family Foundation,,1208.0,a,1.5736809999999999,0.0,40.0,56.0,40.722840000000005,54.3086,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-June-2017-ACA-Replacement-Plan-and-Medicaid,49887,78389,6/23/2017,09:39:46 26 Oct 2018,736499.0
558,Donald Trump,All polls,10/26/2018,6/16/2017,6/18/2017,Gallup,B,1500.0,a,0.14794300000000002,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49868,78358,6/19/2017,09:39:46 26 Oct 2018,736498.0
559,Donald Trump,All polls,10/26/2018,6/15/2017,6/19/2017,Ipsos,B+,1551.0,a,0.1597117,0.0,36.7,59.5,37.158,58.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,49874,78373,6/21/2017,09:39:46 26 Oct 2018,736499.0
560,Donald Trump,All polls,10/26/2018,6/15/2017,6/18/2017,icitizen,,1449.0,a,0.7377649000000001,0.0,23.9,75.9,25.64627,69.94888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50970,80611,2/28/2018,09:39:46 26 Oct 2018,736498.0
561,Donald Trump,All polls,10/26/2018,6/15/2017,6/19/2017,Morning Consult,B-,2051.0,rv,0.7841644,0.0,44.0,52.0,40.96395,54.15501999999999,,,https://morningconsult.com/wp-content/uploads/2017/06/170604_crosstabs_Politico_v1_TB-1.pdf,49881,78381,6/21/2017,09:39:46 26 Oct 2018,736499.0
562,Donald Trump,All polls,10/26/2018,6/15/2017,6/18/2017,CBS News,A-,1117.0,a,1.860027,0.0,36.0,57.0,37.27867,56.30347,,,http://www.cbsnews.com/news/trumps-handling-of-russia-investigations-weighs-on-approval-ratings/,49870,78360,6/20/2017,09:39:46 26 Oct 2018,736498.0
563,Donald Trump,All polls,10/26/2018,6/17/2017,6/19/2017,Gallup,B,1500.0,a,0.14805379999999999,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49872,78363,6/20/2017,09:39:46 26 Oct 2018,736499.0
564,Donald Trump,All polls,10/26/2018,6/16/2017,6/20/2017,Ipsos,B+,1544.0,a,0.1592644,0.0,37.6,58.6,38.058,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,49895,78398,6/26/2017,09:39:46 26 Oct 2018,736500.0
565,Donald Trump,All polls,10/26/2018,6/17/2017,6/20/2017,NBC News/Wall Street Journal,A-,900.0,a,1.309875,0.0,40.0,55.0,39.27756,55.61168000000001,,,http://msnbcmedia.msn.com/i/TODAY/z_Creative/17255%20NBCWSJJunePoll.pdf,49885,78386,6/22/2017,09:39:46 26 Oct 2018,736500.0
566,Donald Trump,All polls,10/26/2018,6/18/2017,6/20/2017,YouGov,B,1500.0,a,0.9163687,0.0,40.0,49.0,40.98506,51.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b6o1y15enn/econTabReport.pdf,49878,78379,6/21/2017,09:39:46 26 Oct 2018,736500.0
567,Donald Trump,All polls,10/26/2018,6/18/2017,6/20/2017,Gallup,B,1500.0,a,0.1481649,0.0,37.0,58.0,38.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49880,78380,6/21/2017,09:39:46 26 Oct 2018,736500.0
568,Donald Trump,All polls,10/26/2018,6/18/2017,6/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1349638,0.0,45.0,55.0,39.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,49873,78364,6/21/2017,09:39:46 26 Oct 2018,736500.0
569,Donald Trump,All polls,10/26/2018,6/16/2017,6/22/2017,SurveyMonkey,D-,13657.0,a,0.28111729999999996,0.0,43.0,54.0,40.68448,52.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpNkVjVmZKNnhUaUE/view,49890,78392,6/23/2017,09:39:46 26 Oct 2018,736502.0
